,,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020,24apr2020,25apr2020,26apr2020,27apr2020,28apr2020,29apr2020,30apr2020,01may2020,02may2020
Palestine,PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,63.81000137,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939
Qatar,QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,12.38000011,12.38000011,12.38000011,12.38000011,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,46.66999817,56.18999863,56.18999863,56.18999863,56.18999863,70.48000336,70.48000336,76.43000031,79.29000092,79.29000092,79.29000092,79.29000092,79.29000092,79.29000092,84.05000305,84.05000305,84.05000305,84.05000305,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,65,65,90,90,90,90,90,90,90,90,65,90,90,90,90,90,90
Kosovo,RKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.520000458,9.520000458,9.520000458,23.80999947,43.81000137,73.33000183,73.33000183,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939
Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,20,20,24.76000023,24.76000023,24.76000023,24.76000023,24.76000023,24.76000023,24.76000023,24.76000023,24.76000023,24.76000023,39.04999924,41.90000153,41.90000153,56.18999863,74.05000305,74.05000305,74.05000305,74.05000305,74.05000305,74.05000305,74.05000305,74.05000305,74.05000305,79.29000092,79.29000092,79.29000092,79.29000092,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786
Russia,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,27.62000084,27.62000084,27.62000084,27.62000084,27.62000084,27.62000084,45.47999954,50.24000168,50.24000168,55,55,62.13999939,62.13999939,65.70999908,65.70999908,65.70999908,65.70999908,65.70999908,65.70999908,65.70999908,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939
Rwanda,RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,45.24000168,45.24000168,59.52000046,59.52000046,59.52000046,59.52000046,59.52000046,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939
Saudi Arabia,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,23.80999947,38.09999847,38.09999847,38.09999847,38.09999847,52.38000107,52.38000107,63.81000137,74.51999664,74.51999664,74.51999664,74.51999664,74.51999664,88.80999756,88.80999756,90,90,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,90,90,90
Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,0,0,0,0,0,0,0,0,0,0,14.28999996,50,50,61.43000031,61.43000031,61.43000031,61.43000031,61.43000031,61.43000031,61.43000031,75.70999908,75.70999908,75.70999908,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,.,90,90,90,90,90,90
Singapore,SGP,0,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,46.66999817,46.66999817,46.66999817,46.66999817,60.95000076,75.23999786,75.23999786,72.37999725,72.37999725,72.37999725,72.37999725,72.37999725,72.37999725,72.37999725,81.90000153,81.90000153,81.90000153,81.90000153,81.90000153,81.90000153,81.90000153,81.90000153,81.90000153,.,81.90000153,81.90000153,81.90000153,81.90000153,81.90000153,81.90000153
Sierra Leone,SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,22.86000061,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,51.43000031,51.43000031,65.70999908,65.70999908,65.70999908,94.29000092,94.29000092,94.29000092,80,80,80,80,80,80,80,80,80,80,78.09999847,78.09999847,78.09999847,78.09999847,78.09999847,78.09999847,78.09999847,78.09999847,68.56999969,68.56999969,68.56999969,68.56999969,68.56999969,68.56999969,68.56999969
El Salvador,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,57.38000107,60.24000168,60.24000168,60.24000168,60.24000168,60.24000168,69.76000214,79.29000092,79.29000092,79.29000092,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725
San Marino,SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,34.29000092,34.29000092,34.29000092,34.29000092,34.29000092,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,70,70,70,70,70,70,70,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,84.29000092,70,70,70,70,70,70,70
Serbia,SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,31.43000031,31.43000031,31.43000031,31.43000031,47.86000061,72.13999939,72.13999939,75.70999908,75.70999908,75.70999908,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969
South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,8.569999695,8.569999695,8.569999695,37.13999939,37.13999939,37.13999939,22.86000061,37.13999939,51.43000031,51.43000031,51.43000031,58.56999969,82.37999725,82.37999725,82.37999725,82.37999725,68.09999847,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,75.23999786,82.37999725,85.23999786,85.23999786,97.13999939,82.86000061,92.37999725,82.86000061,92.37999725,82.86000061,92.37999725,92.37999725,92.37999725,92.37999725,38.09999847,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725
Slovak Republic,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,14.28999996,14.28999996,23.80999947,23.80999947,23.80999947,36.66999817,41.43000031,41.43000031,59.29000092,74.51999664,74.51999664,74.51999664,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,84.05000305,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336
Slovenia,SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,22.86000061,22.86000061,22.86000061,31.43000031,31.43000031,31.43000031,31.43000031,38.56999969,38.56999969,67.13999939,67.13999939,67.13999939,72.86000061,87.13999939,87.13999939,87.13999939,87.13999939,87.13999939,87.13999939,87.13999939,87.13999939,87.13999939,87.13999939,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,90.70999908,90.70999908,90.70999908,90.70999908,90.70999908,90.70999908,90.70999908,90.70999908,90.70999908,90.70999908,90.70999908,90.70999908,90.70999908
Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,30,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,45.70999908,45.70999908,45.70999908,45.70999908,45.70999908,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,55.24000168,58.09999847,58.09999847,58.09999847,58.09999847,58.09999847,58.09999847,58.09999847,58.09999847,58.09999847
Eswatini,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,19.04999924,19.04999924,19.04999924,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,.,80,80,80,80,80,80
Seychelles,SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,32.38000107,43.09999847,43.09999847,43.09999847,43.09999847,43.09999847,43.09999847,47.86000061,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,80,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092
Syria,SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,37.13999939,46.66999817,48.56999969,48.56999969,48.56999969,48.56999969,65.23999786,65.23999786,75.23999786,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,77.13999939,86.66999817,86.66999817,86.66999817,86.66999817,86.66999817,86.66999817,83.09999847,83.09999847,83.09999847,73.56999969,73.56999969,73.56999969,73.56999969,73.56999969,73.56999969,73.56999969
Chad,TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,31.43000031,31.43000031,31.43000031,31.43000031,31.43000031,31.43000031,31.43000031,31.43000031,31.43000031,31.43000031,31.43000031,31.43000031,31.43000031,31.43000031,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,38.56999969,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939
Thailand,THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,29.52000046,29.52000046,29.52000046,29.52000046,29.52000046,33.09999847,33.09999847,43.81000137,54.52000046,54.52000046,64.05000305,64.05000305,61.18999863,61.18999863,61.18999863,66.90000153,66.90000153,66.90000153,66.90000153,66.90000153,66.90000153,66.90000153,66.90000153,66.90000153,81.19000244,81.19000244,81.19000244,81.19000244,81.19000244,81.19000244,81.19000244,81.19000244,81.19000244,81.19000244,81.19000244,81.19000244,84.05000305,84.05000305,84.05000305,79.29000092,79.29000092,79.29000092,79.29000092,79.29000092,79.29000092,79.29000092,79.29000092,81.19000244,81.19000244,81.19000244,81.19000244,81.19000244,81.19000244,81.19000244
Trinidad and Tobago,TTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710000038,5.710000038,5.710000038,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,15.23999977,20,20,20,20,20,20,20,20,20,27.13999939,41.43000031,41.43000031,52.86000061,56.43000031,56.43000031,56.43000031,56.43000031,59.29000092,59.29000092,65,65,65,65,65,65,74.51999664,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725
Tunisia,TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,31.89999962,31.89999962,31.89999962,31.89999962,31.89999962,31.89999962,31.89999962,58.56999969,58.56999969,68.09999847,68.09999847,68.09999847,68.09999847,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,80,80,80,80,80,80,80,80,80,80,80,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939
